Open,High,Low,Close,Date
2064.23999,2074.89990,2063.30005,2063.80005,01/01/24 00:00
2062.90479,2079.02002,2056.04492,2058.51050,01/02/24 00:00
2059.14502,2066.11865,2030.67505,2040.19031,01/03/24 00:00
2041.34497,2051.39502,2036.24500,2043.26465,01/04/24 00:00
2043.69495,2064.02686,2024.49500,2045.49561,01/05/24 00:00
2043.69495,2064.02686,2024.49500,2045.49561,01/06/24 00:00
2043.69495,2064.02686,2024.49500,2045.49561,01/07/24 00:00
2044.08496,2046.71350,2016.84497,2027.84302,01/08/24 00:00
2028.39502,2042.09497,2026.11401,2029.59485,01/09/24 00:00
2029.94495,2040.44495,2020.44995,2023.40198,01/10/24 00:00
2023.74500,2039.69495,2013.31909,2028.08997,01/11/24 00:00
2028.29504,2062.34668,2027.99500,2048.71924,01/12/24 00:00
2028.29504,2062.34668,2027.99500,2048.71924,01/13/24 00:00
2028.29504,2062.34668,2027.99500,2048.71924,01/14/24 00:00
2048.09497,2059.24512,2045.79504,2054.48999,01/15/24 00:00
2054.90991,2055.64600,2024.29004,2027.58997,01/16/24 00:00
2027.89502,2033.04504,2001.91003,2005.71936,01/17/24 00:00
2006.09497,2023.44727,2005.42505,2022.67041,01/18/24 00:00
2023.04504,2039.49500,2020.36548,2029.08997,01/19/24 00:00
2023.04504,2039.49500,2020.36548,2029.08997,01/20/24 00:00
2023.04504,2039.49500,2020.36548,2029.08997,01/21/24 00:00
2029.89502,2032.28369,2016.74500,2020.09485,01/22/24 00:00
2021.24500,2037.92456,2019.58997,2027.67810,01/23/24 00:00
2028.94495,2036.74500,2011.28088,2012.58997,01/24/24 00:00
2012.84497,2025.26562,2010.14502,2019.75183,01/25/24 00:00
2019.94495,2026.79504,2015.96948,2018.33997,01/26/24 00:00
2019.94495,2026.79504,2015.96948,2018.33997,01/27/24 00:00
2019.94495,2026.79504,2015.96948,2018.33997,01/28/24 00:00
2019.39502,2037.74939,2017.38379,2031.74878,01/29/24 00:00
2031.96997,2048.47534,2029.18994,2036.11511,01/30/24 00:00
2036.57996,2056.07837,2031.00183,2037.18994,01/31/24 00:00
2037.59497,2065.41968,2029.55005,2054.09009,02/01/24 00:00
2055.09497,2058.19507,2027.44995,2038.58997,02/02/24 00:00
2055.09497,2058.19507,2027.44995,2038.58997,02/03/24 00:00
2055.09497,2058.19507,2027.44995,2038.58997,02/04/24 00:00
2039.90503,2042.32410,2014.40002,2024.67065,02/05/24 00:00
2024.99500,2039.02002,2022.55005,2035.46228,02/06/24 00:00
2035.89502,2044.65491,2030.64502,2034.21863,02/07/24 00:00
2034.54504,2038.94495,2019.75000,2033.17786,02/08/24 00:00
2033.64502,2037.44495,2020.30115,2024.15698,02/09/24 00:00
2033.64502,2037.44495,2020.30115,2024.15698,02/10/24 00:00
2033.64502,2037.44495,2020.30115,2024.15698,02/11/24 00:00
2024.52502,2028.09497,2011.91003,2019.79004,02/12/24 00:00
2019.89502,2030.04504,1990.18787,1992.13306,02/13/24 00:00
1992.54504,1996.14478,1984.29504,1992.39001,02/14/24 00:00
1992.69495,2008.49500,1990.25110,2004.08752,02/15/24 00:00
2004.39502,2015.25439,1995.25500,2013.10083,02/16/24 00:00
2004.39502,2015.25439,1995.25500,2013.10083,02/17/24 00:00
2004.39502,2015.25439,1995.25500,2013.10083,02/18/24 00:00
